-19.40, 692.00
-19.00, 691.00
-18.80, 691.00
-18.10, 691.00
-17.40, 690.00
-16.40, 690.00
-15.10, 690.00
-13.80, 690.00
-11.90, 689.50
-9.90, 690.00
-7.70, 690.00
-5.00, 690.00
-2.30, 691.00
0.90, 691.00
4.10, 690.50
7.30, 690.50
10.90, 690.50
14.60, 688.50
18.20, 687.50
22.10, 687.50
26.00, 687.50
29.80, 685.00
33.90, 685.50
38.00, 685.50
41.90, 685.50
45.70, 684.00
49.60, 684.00
53.30, 683.50
57.00, 683.50
60.60, 683.50
63.80, 685.50
67.20, 686.00
70.10, 686.00
73.20, 686.00
76.30, 683.50
79.20, 683.50
82.30, 683.00
85.20, 683.00
88.10, 683.00
90.70, 680.50
93.50, 679.50
96.00, 679.50
98.50, 679.50
100.90, 679.50
103.30, 680.00
105.50, 680.00
107.80, 680.00
110.20, 684.50
112.20, 684.50
114.30, 686.00
116.20, 686.00
118.00, 686.00
119.60, 682.00
121.30, 680.00
122.60, 680.00
123.70, 680.00
125.00, 678.50
125.70, 678.50
126.40, 678.00
126.80, 678.00
127.10, 678.00
127.10, 679.50
127.20, 682.00
127.10, 682.00
127.10, 682.00
126.50, 685.00
125.70, 685.00
124.90, 685.00
123.80, 685.00
122.60, 683.50
121.30, 683.50
119.80, 682.50
118.20, 682.50
116.60, 682.50
114.70, 682.50
112.90, 682.50
110.80, 682.50
108.70, 682.50
106.60, 685.00
104.20, 685.00
101.70, 686.00
99.30, 686.00
96.70, 690.00
93.80, 690.00
91.20, 692.00
88.20, 692.00
85.40, 692.00
82.40, 692.50
79.60, 692.00
76.70, 692.00
73.90, 692.00
71.00, 693.50
68.10, 693.50
65.20, 692.00
62.10, 692.00
59.20, 690.50
55.90, 690.50
53.10, 690.00
50.00, 690.00
47.00, 690.00
44.20, 694.50
41.20, 696.50
38.40, 696.50
35.50, 696.50
32.80, 698.00
30.00, 698.00
27.40, 701.50
25.00, 701.50
22.60, 699.50
20.40, 699.50
18.00, 700.50
15.70, 700.50
13.50, 700.50
11.50, 701.50
9.60, 709.00
7.50, 709.00
5.60, 709.00
3.80, 724.50
1.70, 738.00
0.00, 738.00
-1.90, 738.00
-3.60, 769.50
-5.40, 746.50
-7.10, 746.50
-8.70, 746.50
-10.40, 748.00
-11.80, 772.50
-13.50, 772.50
-14.90, 824.00
-16.60, 824.00
-17.90, 840.50
-19.20, 840.50
-20.70, 845.00
-22.00, 844.50
-23.20, 844.50
-24.60, 865.50
-25.80, 865.50
-27.20, 895.00
-28.30, 895.00
-29.60, 944.00
-30.60, 957.50
-31.70, 957.50
-32.80, 978.00
-33.70, 990.50
-34.80, 1020.00
-35.80, 1020.00
-36.80, 1039.00
-37.80, 1071.50
-38.60, 1092.50
-39.70, 1092.50
-40.60, 1132.00
-41.50, 1149.50
-42.30, 1185.00
-43.00, 1201.00
-43.90, 1201.00
-44.70, 1235.00
-45.40, 1250.00
-46.30, 1281.50
-47.10, 1306.50
-47.70, 1306.50
-48.60, 1365.50
-49.20, 1365.50
-49.90, 1419.00
-50.70, 1419.00
-51.40, 1474.50
-52.00, 1474.50
-52.70, 1528.50
-53.30, 1528.50
-53.90, 1585.50
-54.80, 1625.00
-55.30, 1641.00
-55.80, 1676.50
-56.50, 1695.50
-57.00, 1731.50
-57.50, 1747.00
-58.10, 1799.00
-58.40, 1837.50
-58.60, 1854.00
-58.80, 1885.00
-59.20, 1936.00
-59.20, 1953.50
-59.00, 1987.50
-59.00, 2033.50
-59.00, 2048.50
-59.20, 2096.50
-58.70, 2127.50
-58.20, 2144.00
-57.60, 2190.50
-56.90, 2224.00
-56.00, 2268.50
-54.90, 2283.00
-53.80, 2330.00
-52.40, 2373.00
-50.90, 2405.50
-49.20, 2448.00
-47.70, 2463.00
-45.80, 2508.00
-43.80, 2550.50
-41.90, 2594.00
-39.60, 2622.50
-37.60, 2666.50
-35.50, 2707.50
-33.30, 2755.50
-31.30, 2795.00
-29.40, 2808.50
-27.50, 2854.50
-25.70, 2894.50
-24.00, 2937.50
-22.10, 2977.50
-20.50, 3020.50
-18.80, 3055.50
-17.10, 3101.00
-15.60, 3162.00
-14.00, 3196.00
-12.30, 3237.00
-10.90, 3270.00
-9.30, 3307.50
-7.80, 3351.00
-6.30, 3387.00
-4.60, 3416.00
-3.30, 3450.50
-1.80, 3500.50
-0.30, 3528.50
1.10, 3569.50
2.90, 3592.00
4.40, 3619.50
5.90, 3655.00
7.50, 3674.00
9.10, 3663.00
10.70, 3652.50
12.30, 3651.50
14.00, 3654.00
15.60, 3659.50
17.40, 3664.00
19.00, 3659.50
20.70, 3645.00
22.60, 3632.00
24.10, 3608.50
25.80, 3609.00
27.70, 3625.00
29.50, 3619.00
31.40, 3603.00
33.50, 3580.00
35.50, 3580.00
37.20, 3578.00
39.60, 3566.50
41.30, 3552.00
43.40, 3542.50
45.60, 3542.00
47.50, 3528.00
49.70, 3520.50
51.60, 3506.50
53.70, 3500.00
55.70, 3490.00
58.10, 3475.50
60.10, 3471.50
62.00, 3459.50
64.00, 3444.50
65.90, 3436.50
67.80, 3425.50
69.60, 3417.50
71.30, 3404.50
73.00, 3399.00
74.70, 3388.50
76.60, 3381.50
78.40, 3366.00
80.10, 3355.00
81.80, 3346.00
83.40, 3332.50
84.90, 3325.00
86.60, 3314.00
88.10, 3309.00
89.40, 3295.50
90.80, 3291.00
92.20, 3273.00
93.50, 3263.00
94.40, 3256.00
95.50, 3244.00
96.20, 3237.00
97.10, 3222.50
97.90, 3216.00
98.40, 3205.00
99.00, 3197.50
99.30, 3184.50
99.50, 3180.00
99.80, 3167.00
99.70, 3158.50
99.80, 3149.50
99.80, 3140.50
99.80, 3129.00
99.70, 3113.50
99.60, 3106.00
99.00, 3096.50
98.60, 3086.00
98.10, 3077.00
97.50, 3068.50
96.50, 3056.00
95.60, 3049.00
94.70, 3038.50
93.30, 3028.50
92.10, 3018.00
90.70, 3011.50
89.20, 2998.00
87.50, 2991.00
85.90, 2980.50
84.30, 2969.00
82.30, 2961.00
80.40, 2950.50
78.40, 2939.50
76.40, 2932.50
74.30, 2919.50
72.20, 2911.00
70.00, 2901.50
67.80, 2896.50
65.50, 2887.50
63.30, 2876.50
61.00, 2867.50
58.40, 2855.50
55.80, 2846.50
53.40, 2834.50
50.60, 2825.50
48.10, 2813.00
45.40, 2805.00
42.90, 2791.00
40.00, 2787.50
37.50, 2774.50
34.90, 2762.50
32.40, 2754.50
29.70, 2742.00
27.30, 2738.00
24.60, 2727.00
22.20, 2717.50
19.80, 2707.00
17.20, 2707.00
14.80, 2690.50
12.50, 2695.50
10.30, 2693.00
8.00, 2697.00
5.80, 2700.00
3.60, 2701.00
1.30, 2709.50
-0.80, 2718.50
-3.10, 2733.50
-5.30, 2752.50
-7.30, 2781.00
-9.60, 2789.50
-11.80, 2769.00
-13.70, 2773.50
-15.60, 2811.50
-17.40, 2834.00
-19.40, 2858.00
-21.10, 2883.50
-22.60, 2911.00
-24.40, 2938.50
-25.90, 2967.50
-27.40, 2996.50
-28.90, 3028.00
-30.20, 3057.00
-31.30, 3091.50
-32.60, 3121.50
-33.90, 3154.50
-35.00, 3186.00
-36.20, 3219.50
-37.50, 3259.50
-38.60, 3294.00
-39.50, 3323.00
-40.70, 3355.50
-41.60, 3387.00
-42.70, 3440.50
-43.80, 3474.00
-44.90, 3513.50
-45.70, 3549.50
-47.00, 3577.50
-47.90, 3613.50
-48.90, 3666.50
-50.20, 3705.50
-51.30, 3741.50
-52.40, 3770.00
-53.70, 3823.50
-54.70, 3869.00
-55.80, 3896.00
-56.90, 3948.50
-57.80, 3991.50
-58.80, 4019.50
-59.50, 4071.50
-60.20, 4116.50
-60.80, 4143.50
-61.30, 4197.00
-61.40, 4241.00
-61.40, 4289.50
-61.60, 4325.50
-61.40, 4374.50
-61.20, 4418.50
-60.80, 4440.50
-60.00, 4499.00
-59.00, 4551.00
-57.70, 4591.50
-56.40, 4639.50
-55.10, 4676.00
-53.40, 4726.00
-51.70, 4769.50
-50.00, 4826.50
-47.90, 4875.00
-45.80, 4892.50
-43.60, 4934.00
-41.30, 4947.00
-38.80, 4970.00
-36.60, 4952.00
-34.20, 4950.50
-31.60, 4972.00
-29.30, 4993.50
-27.00, 4970.00
-24.50, 5010.00
-22.20, 4991.50
-19.90, 4962.00
-17.50, 5003.50
-15.20, 4978.50
-12.90, 4965.00
-10.50, 4942.50
-8.20, 4919.50
-5.80, 4931.00
-3.50, 4957.00
-1.50, 4934.00
0.80, 4919.50
2.80, 4894.00
5.10, 4878.00
7.30, 4881.00
9.20, 4879.50
11.40, 4862.00
13.30, 4845.00
15.30, 4838.50
17.20, 4828.00
19.10, 4820.00
21.10, 4804.50
23.00, 4798.50
24.70, 4784.50
26.50, 4769.50
28.20, 4757.50
29.90, 4750.00
31.60, 4738.00
33.10, 4726.00
34.70, 4709.50
36.40, 4696.50
37.90, 4690.50
39.60, 4674.50
41.10, 4660.00
42.70, 4644.00
44.10, 4641.00
45.50, 4625.50
47.00, 4612.50
48.40, 4597.00
49.70, 4584.50
50.90, 4577.50
52.30, 4562.00
53.50, 4548.00
54.80, 4536.00
56.10, 4529.00
57.40, 4512.50
58.50, 4500.50
59.60, 4488.50
60.60, 4481.50
61.50, 4465.50
62.60, 4452.50
63.30, 4439.00
64.30, 4432.50
65.00, 4419.50
66.00, 4404.00
66.60, 4400.00
67.40, 4384.50
68.10, 4370.50
68.70, 4360.50
69.50, 4351.50
